TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2022,1,13,10,34,11XX W 54TH AVE,Oakridge,490342.1972,5452094.3994
Break and Enter Residential/Other,2022,1,25,16,10,11XX W 55TH AVE,Oakridge,490413.777,5451962.3358
Break and Enter Residential/Other,2022,1,4,4,3,11XX W 59TH AVE,Marpole,490346.1108,5451606.2472
Break and Enter Residential/Other,2022,1,2,22,45,11XX W CORDOVA ST,Central Business District,491238.2735,5459567.821
Break and Enter Residential/Other,2022,2,11,0,8,12XX SEYMOUR ST,Central Business District,490806.8322,5458106.8447
Break and Enter Residential/Other,2022,2,6,21,42,12XX W 10TH AVE,Fairview,490426.991,5456652.8986
Break and Enter Residential/Other,2022,2,7,1,50,13XX ALBERNI ST,West End,490700.6544,5459484.513
Break and Enter Residential/Other,2022,1,5,6,6,13XX E 64TH AVE,Sunset,494282.65,5451028.9381
Break and Enter Residential/Other,2022,2,7,8,50,13XX NELSON ST,West End,490330.5796,5459217.3571
Break and Enter Residential/Other,2022,1,8,5,0,13XX PARKER ST,Grandview-Woodland,494434.387,5458128.1705
Break and Enter Residential/Other,2022,1,3,11,0,13XX W 32ND AVE,Shaughnessy,490059.658,5454601.8526
Break and Enter Residential/Other,2022,1,19,19,0,14XX W 15TH AVE,Fairview,490066.5462,5456144.8947
Break and Enter Residential/Other,2022,2,1,8,26,15XX E 4TH AVE,Grandview-Woodland,494739.0716,5457122.9209
Break and Enter Residential/Other,2022,1,14,23,33,15XX HARO ST,West End,490387.9769,5459481.5652
Break and Enter Residential/Other,2022,1,29,0,0,15XX POWELL ST,Grandview-Woodland,494636.66,5458946.5124
Break and Enter Residential/Other,2022,1,28,6,0,15XX W 60TH AVE,Marpole,489609.7981,5451576.2589
Break and Enter Residential/Other,2022,1,19,7,15,15XX W 8TH AVE,Fairview,489808.2006,5456867.6553
Break and Enter Residential/Other,2022,2,8,9,53,16XX E 4TH AVE,Grandview-Woodland,494833.5907,5457131.2908
Break and Enter Residential/Other,2022,1,7,0,0,16XX QUEBEC ST,Mount Pleasant,492562.1852,5457582.0706
Break and Enter Residential/Other,2022,2,9,4,0,16XX VICTORIA DR,Grandview-Woodland,495211.7224,5457489.5468
Break and Enter Residential/Other,2022,1,29,17,15,16XX W 10TH AVE,Fairview,489677.705,5456672.7488
Break and Enter Residential/Other,2022,1,22,4,30,16XX W 60TH AVE,Marpole,489449.2724,5451579.516
Break and Enter Residential/Other,2022,2,4,10,45,17XX COTTON DR,Grandview-Woodland,494787.6001,5457346.0829
Break and Enter Residential/Other,2022,2,7,22,15,17XX E 6TH AVE,Grandview-Woodland,494963.5321,5456930.4715
Break and Enter Residential/Other,2022,2,7,6,9,17XX NAPIER ST,Grandview-Woodland,495047.6547,5458017.7485
Break and Enter Residential/Other,2022,1,22,4,30,17XX W 60TH AVE,Marpole,489277.4899,5451582.7163
Break and Enter Residential/Other,2022,2,4,11,0,18XX E 61ST AVE,Victoria-Fraserview,495047.608,5451302.6675
Break and Enter Residential/Other,2022,1,24,0,0,18XX E KENT AVE N,Victoria-Fraserview,494979.5138,5450618.1797
Break and Enter Residential/Other,2022,2,8,10,59,18XX HARO ST,West End,489971.9068,5459883.5821
Break and Enter Residential/Other,2022,1,27,21,50,18XX MCLEAN DR,Grandview-Woodland,494506.6435,5457297.4392
Break and Enter Residential/Other,2022,2,8,12,7,18XX W 3RD AVE,Kitsilano,489360.6693,5457365.4373
Break and Enter Residential/Other,2022,1,29,16,30,19XX E 4TH AVE,Grandview-Woodland,495231.9529,5457118.2925
Break and Enter Residential/Other,2022,2,4,22,30,19XX HARRISON DR,Victoria-Fraserview,495170.4779,5450868.172
Break and Enter Residential/Other,2022,1,11,17,20,19XX NANAIMO ST,Hastings-Sunrise,495887.0931,5457120.9229
Break and Enter Residential/Other,2022,1,3,10,35,19XX W 44TH AVE,Kerrisdale,489083.2843,5453233.3858
Break and Enter Residential/Other,2022,2,9,11,9,19XX W KING EDWARD AVE,Shaughnessy,489068.3749,5455259.8611
Break and Enter Residential/Other,2022,1,25,17,50,1X E 11TH AVE,Mount Pleasant,492379.1418,5456489.079
Break and Enter Residential/Other,2022,2,4,10,55,1X NANAIMO ST,Hastings-Sunrise,495893.6896,5459096.4762
Break and Enter Residential/Other,2022,1,27,18,0,1XX E 61ST AVE,Sunset,492443.7808,5451360.8414
Break and Enter Residential/Other,2022,1,4,2,48,1XX E HASTINGS ST,Central Business District,492685.2108,5458734.96
Break and Enter Residential/Other,2022,1,15,12,30,1XX E HASTINGS ST,Central Business District,492702.7217,5458743.5256
Break and Enter Residential/Other,2022,1,11,10,37,1XX KEEFER ST,Central Business District,492678.2535,5458536.8548
Break and Enter Residential/Other,2022,1,27,10,0,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.1812
Break and Enter Residential/Other,2022,1,26,10,30,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.0688
Break and Enter Residential/Other,2022,1,10,6,0,1XX W 17TH AVE,Riley Park,492067.0488,5455895.2787
Break and Enter Residential/Other,2022,1,2,18,0,20XX E 8TH AVE,Grandview-Woodland,495466.5274,5456713.8894
Break and Enter Residential/Other,2022,1,12,18,0,21XX E 2ND AVE,Grandview-Woodland,495549.8509,5457325.1942
Break and Enter Residential/Other,2022,1,30,22,0,21XX E PENDER ST,Grandview-Woodland,495577.7525,5458615.4198
Break and Enter Residential/Other,2022,2,4,20,30,21XX FRASERVIEW DR,Victoria-Fraserview,495395.5041,5450965.0641
Break and Enter Residential/Other,2022,2,4,20,21,21XX W 18TH AVE,Arbutus Ridge,488794.5789,5455955.7947
Break and Enter Residential/Other,2022,2,9,1,45,21XX W 39TH AVE,Arbutus Ridge,488521.7229,5453759.5672
Break and Enter Residential/Other,2022,2,7,10,7,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495559.1513,5454487.8078
Break and Enter Residential/Other,2022,1,22,23,0,22XX MCLEAN DR,Grandview-Woodland,494507.2746,5456836.8698
Break and Enter Residential/Other,2022,2,7,7,38,22XX YEWBROOK PL,Kerrisdale,488332.2007,5451931.7551
Break and Enter Residential/Other,2022,1,20,18,0,23XX ASH ST,Fairview,491450.6045,5456909.1257
Break and Enter Residential/Other,2022,1,29,22,27,23XX GUELPH ST,Mount Pleasant,493100.212,5456862.9266
Break and Enter Residential/Other,2022,2,10,8,14,24XX COLUMBIA ST,Mount Pleasant,492030.2603,5456778.662
Break and Enter Residential/Other,2022,2,8,22,0,24XX SCARBORO AVE,Victoria-Fraserview,495760.0044,5451132.4277
Break and Enter Residential/Other,2022,1,10,16,30,26XX E 40TH AVE,Renfrew-Collingwood,496176.4993,5453458.2806
Break and Enter Residential/Other,2022,1,2,4,30,26XX E 40TH AVE,Renfrew-Collingwood,496203.0971,5453449.0037
Break and Enter Residential/Other,2022,1,1,22,0,26XX GRANT ST,Hastings-Sunrise,496381.5095,5457618.9752
Break and Enter Residential/Other,2022,2,3,16,18,26XX LONG LIFE PL,Fairview,491543.3854,5456600.1204
Break and Enter Residential/Other,2022,2,1,19,0,26XX VICTORIA DR,Kensington-Cedar Cottage,495198.1098,5456426.4478
Break and Enter Residential/Other,2022,1,22,10,47,27XX TRINITY ST,Hastings-Sunrise,496592.1673,5459667.1661
Break and Enter Residential/Other,2022,1,9,1,0,28XX E 22ND AVE,Renfrew-Collingwood,496771.8909,5455309.02
Break and Enter Residential/Other,2022,1,29,0,10,28XX HEMLOCK ST,Fairview,490093.1037,5456418.7277
Break and Enter Residential/Other,2022,1,4,15,37,29XX E BROADWAY AVE,Hastings-Sunrise,496889.4741,5456579.9316
Break and Enter Residential/Other,2022,1,25,13,8,29XX POINT GREY RD,Kitsilano,487489.806,5457602.0598
Break and Enter Residential/Other,2022,2,10,1,7,29XX W 12TH AVE,Kitsilano,487488.8774,5456529.4973
Break and Enter Residential/Other,2022,2,2,7,4,2X W HASTINGS ST,Central Business District,492367.1438,5458760.0134
Break and Enter Residential/Other,2022,1,22,5,45,2XX E 40TH AVE,Riley Park,492711.1731,5453525.1496
Break and Enter Residential/Other,2022,1,10,14,45,2XX E 51ST AVE,Sunset,492623.606,5452337.6872
Break and Enter Residential/Other,2022,1,26,5,2,2XX KINGSWAY AVE,Mount Pleasant,492831.2378,5456576.2594
Break and Enter Residential/Other,2022,1,13,15,30,30XX E 29TH AVE,Renfrew-Collingwood,496953.1917,5454637.8293
Break and Enter Residential/Other,2022,2,3,8,20,30XX HEATHER ST,Fairview,491258.9458,5456198.8088
Break and Enter Residential/Other,2022,1,31,8,0,31XX HEATHER ST,Fairview,491255.5217,5456083.4212
Break and Enter Residential/Other,2022,2,7,14,45,31XX QUEENS AVE,Renfrew-Collingwood,497079.5762,5454463.4435
Break and Enter Residential/Other,2022,2,10,13,50,32XX E 50TH AVE,Killarney,497233.6639,5452326.4847
Break and Enter Residential/Other,2022,2,7,16,25,32XX W 2ND AVE,Kitsilano,487146.4511,5457514.0175
Break and Enter Residential/Other,2022,1,6,19,0,32XX W 8TH AVE,Kitsilano,487076.8034,5456937.8153
Break and Enter Residential/Other,2022,1,15,0,32,33XX SE MARINE DR,Killarney,497352.2396,5450613.2242
Break and Enter Residential/Other,2022,1,3,2,30,33XX WELLINGTON AVE,Renfrew-Collingwood,497508.899,5454334.5923
Break and Enter Residential/Other,2022,1,4,7,5,34XX PRICE ST,Renfrew-Collingwood,497775.2651,5454430.0188
Break and Enter Residential/Other,2022,2,4,8,50,34XX W 22ND AVE,Dunbar-Southlands,486837.5336,5455575.6499
Break and Enter Residential/Other,2022,1,28,8,57,35XX MONMOUTH AVE,Renfrew-Collingwood,497953.1683,5454177.0762
Break and Enter Residential/Other,2022,2,5,16,7,36XX SE MARINE DR,Killarney,498185.8258,5450581.6718
Break and Enter Residential/Other,2022,2,8,10,48,36XX VANNESS AVE,Renfrew-Collingwood,498252.011,5453524.8824
Break and Enter Residential/Other,2022,1,8,14,28,37XX W 10TH AVE,West Point Grey,486352.7415,5456763.8336
Break and Enter Residential/Other,2022,1,27,7,0,38XX W 3RD AVE,West Point Grey,486228.7444,5457444.9477
Break and Enter Residential/Other,2022,1,6,21,0,38XX W 8TH AVE,West Point Grey,486300.841,5456957.8693
Break and Enter Residential/Other,2022,2,2,23,37,3XX CARRALL ST,Central Business District,492410.8037,5458823.75
Break and Enter Residential/Other,2022,1,3,16,46,3XX E 45TH AVE,Sunset,492805.4875,5452949.5747
Break and Enter Residential/Other,2022,1,18,16,55,3XX E 5TH AVE,Mount Pleasant,492914.1908,5457064.4386
Break and Enter Residential/Other,2022,2,8,20,25,3XX POWELL ST,Strathcona,493025.0012,5458929.7536
Break and Enter Residential/Other,2022,2,9,13,9,3XX W 59TH AVE,Marpole,491764.3462,5451578.1074
Break and Enter Residential/Other,2022,1,17,14,3,3XX W HASTINGS ST,Central Business District,491934.848,5458958.6551
Break and Enter Residential/Other,2022,2,5,7,30,40XX YUKON ST,Riley Park,491792.1869,5455165.6685
Break and Enter Residential/Other,2022,1,3,9,47,41XX CAMBIE ST,South Cambie,491580.7945,5455058.8354
Break and Enter Residential/Other,2022,2,6,1,0,41XX HEATHER ST,South Cambie,491242.0626,5455089.6371
Break and Enter Residential/Other,2022,1,7,20,0,42XX SELKIRK ST,Shaughnessy,490385.0109,5455036.3174
Break and Enter Residential/Other,2022,1,16,0,1,42XX VICTORIA DR,Kensington-Cedar Cottage,495266.1824,5454957.0616
Break and Enter Residential/Other,2022,1,10,3,23,42XX W 9TH AVE,West Point Grey,485329.137,5456894.1633
Break and Enter Residential/Other,2022,1,9,0,0,45XX W 9TH AVE,West Point Grey,484706.3518,5456910.9327
Break and Enter Residential/Other,2022,1,14,0,15,46XX W 14TH AVE,West Point Grey,484484.4341,5456415.1386
Break and Enter Residential/Other,2022,1,25,5,0,46XX W 5TH AVE,West Point Grey,484430.6832,5457290.3933
Break and Enter Residential/Other,2022,2,8,22,20,46XX YEW ST,Arbutus Ridge,488731.5826,5454666.4659
Break and Enter Residential/Other,2022,1,23,11,0,48XX NARVAEZ DR,Arbutus Ridge,488277.7125,5454492.5274
Break and Enter Residential/Other,2022,1,20,9,31,49XX INVERNESS ST,Kensington-Cedar Cottage,494168.8404,5454112.4837
Break and Enter Residential/Other,2022,1,13,22,45,4X W 12TH AVE,Mount Pleasant,492290.5612,5456391.3006
Break and Enter Residential/Other,2022,1,11,16,30,4XX ABBOTT ST,Central Business District,492205.8595,5458800.6602
Break and Enter Residential/Other,2022,1,8,15,25,4XX CAMPBELL AVE,Strathcona,493837.079,5458696.9422
Break and Enter Residential/Other,2022,2,6,10,39,4XX E 46TH AVE,Sunset,492991.2422,5452844.3066
Break and Enter Residential/Other,2022,1,20,5,13,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.1747
Break and Enter Residential/Other,2022,2,6,22,55,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.1747
Break and Enter Residential/Other,2022,1,30,9,0,4XX W 20TH AVE,Riley Park,491726.8061,5455585.4966
Break and Enter Residential/Other,2022,1,22,15,16,4XX W 26TH AVE,Riley Park,491636.3586,5455030.8232
Break and Enter Residential/Other,2022,1,6,19,11,4XX W PENDER ST,Central Business District,491842.4763,5458921.5183
Break and Enter Residential/Other,2022,1,22,12,8,53XX CAMBIE ST,South Cambie,491533.4933,5453752.0553
Break and Enter Residential/Other,2022,1,13,11,5,53XX ROSS ST,Kensington-Cedar Cottage,493999.0986,5453674.4658
Break and Enter Residential/Other,2022,1,15,7,10,56XX HAROLD ST,Renfrew-Collingwood,497409.4717,5453357.6973
Break and Enter Residential/Other,2022,1,3,23,30,59XX ELM ST,Kerrisdale,488036.5235,5453318.3088
Break and Enter Residential/Other,2022,2,7,15,30,5X W 2ND AVE,Mount Pleasant,492308.5833,5457389.9299
Break and Enter Residential/Other,2022,1,8,18,56,5XX E 17TH AVE,Riley Park,493299.966,5455875.4522
Break and Enter Residential/Other,2022,1,4,15,56,5XX E 21ST AVE,Riley Park,493215.1859,5455474.1229
Break and Enter Residential/Other,2022,2,6,10,28,5XX E 6TH AVE,Mount Pleasant,493308.4787,5456952.2442
Break and Enter Residential/Other,2022,2,5,12,29,5XX W KING EDWARD AVE,South Cambie,491401.0662,5455159.2003
Break and Enter Residential/Other,2022,1,18,7,11,62XX YUKON ST,Oakridge,491658.8492,5452861.9292
Break and Enter Residential/Other,2022,2,2,15,38,66XX CYPRESS ST,Kerrisdale,489115.6887,5452486.3797
Break and Enter Residential/Other,2022,1,13,18,10,66XX HEATHER ST,Oakridge,491003.0664,5452462.2854
Break and Enter Residential/Other,2022,2,4,20,9,68XX ANGUS DR,Kerrisdale,489223.4435,5452369.3463
Break and Enter Residential/Other,2022,1,21,20,0,68XX BEECHWOOD ST,Kerrisdale,488558.8092,5452327.5837
Break and Enter Residential/Other,2022,1,26,10,0,68XX SELKIRK ST,Oakridge,490288.4258,5452280.4304
Break and Enter Residential/Other,2022,1,24,0,36,69XX FRASER ST,Sunset,493386.7232,5452052.2868
Break and Enter Residential/Other,2022,2,1,9,0,6XX GRANVILLE ST,Central Business District,491520.7761,5458971.805
Break and Enter Residential/Other,2022,2,5,19,56,6XX W 13TH AVE,Fairview,491417.7242,5456314.8048
Break and Enter Residential/Other,2022,1,17,20,4,6XX W 70TH AVE,Marpole,491317.0279,5450605.8048
Break and Enter Residential/Other,2022,2,3,15,3,71XX ASH CRES,Oakridge,491320.9573,5451975.8193
Break and Enter Residential/Other,2022,1,19,5,0,72XX ADERA ST,Kerrisdale,489523.6628,5451879.4024
Break and Enter Residential/Other,2022,1,7,23,1,75XX YUKON ST,Marpole,491589.6966,5451462.3268
Break and Enter Residential/Other,2022,1,24,1,43,7XX E 62ND AVE,Sunset,493382.2674,5451241.0362
Break and Enter Residential/Other,2022,1,4,7,43,7XX W 53RD AVE,Oakridge,491115.7044,5452188.8314
Break and Enter Residential/Other,2022,1,16,2,0,7XX W 68TH AVE,Marpole,491128.7825,5450830.8377
Break and Enter Residential/Other,2022,2,5,3,0,7XX W 69TH AVE,Marpole,491214.2381,5450728.914
Break and Enter Residential/Other,2022,2,1,14,18,7XX W 70TH AVE,Marpole,491040.0261,5450634.1049
Break and Enter Residential/Other,2022,1,23,18,50,86XX FRENCH ST,Marpole,489852.7232,5450528.8379
Break and Enter Residential/Other,2022,1,26,20,0,8XX COMMERCIAL DR,Grandview-Woodland,494869.453,5458300.116
Break and Enter Residential/Other,2022,2,9,8,31,8XX E GEORGIA ST,Strathcona,493686.5969,5458397.052
Break and Enter Residential/Other,2022,1,4,17,56,8XX SW MARINE DR,Marpole,490884.794,5450462.1898
Break and Enter Residential/Other,2022,1,17,17,50,8XX W 13TH AVE,Fairview,491020.4792,5456315.5336
Break and Enter Residential/Other,2022,1,21,18,24,8XX W 7TH AVE,Fairview,491079.9129,5456928.6044
Break and Enter Residential/Other,2022,1,18,13,45,8XX W 8TH AVE,Fairview,491051.7968,5456835.785
Break and Enter Residential/Other,2022,1,29,19,6,9XX MAIN ST,Strathcona,492745.3985,5458172.8011
Break and Enter Residential/Other,2022,1,21,0,0,9XX STANLEY PARK DR,Stanley Park,490762.8629,5460494.2831
Break and Enter Residential/Other,2022,1,8,19,11,9XX STATION ST,Strathcona,492790.7674,5458143.0989
Break and Enter Residential/Other,2022,1,3,13,8,9XX W 7TH AVE,Fairview,490938.0972,5456941.3426
Break and Enter Residential/Other,2022,1,7,13,54,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Break and Enter Residential/Other,2022,2,10,12,50,X SMITHE MEWS,Central Business District,491850.7052,5457904.055
Mischief,2022,2,1,15,0,107E W CORDOVA ST,Central Business District,492223.6839,5458921.036
Mischief,2022,1,20,6,45,10XX ALBERNI ST,West End,491015.9434,5459166.1397
Mischief,2022,1,14,19,39,10XX ALBERNI ST,West End,491019.0271,5459163.0426
Mischief,2022,1,19,18,20,10XX ALBERNI ST,West End,491059.4824,5459122.4178
Mischief,2022,1,8,9,15,10XX ALBERNI ST,West End,491103.0215,5459078.6959
Mischief,2022,2,9,7,45,10XX ALBERNI ST,West End,491111.185,5459070.498
Mischief,2022,1,13,17,24,10XX ALBERNI ST,West End,491141.1181,5459040.4392
Mischief,2022,1,14,19,30,10XX ALBERNI ST,West End,491141.1181,5459040.4392
Mischief,2022,1,30,21,30,10XX BEACH AVE,West End,490227.2225,5458210.3785
Mischief,2022,1,31,20,0,10XX BEACH AVE,West End,490227.2225,5458210.3785
Mischief,2022,1,8,5,53,10XX BURRARD ST,West End,490729.8291,5458622.3417
Mischief,2022,1,10,1,15,10XX BURRARD ST,West End,490729.8291,5458622.3417
Mischief,2022,2,8,5,20,10XX CANADA PL,Central Business District,491493.3778,5459541.9474
Mischief,2022,1,14,1,0,10XX CANADA PL,Central Business District,491519.5439,5459520.8968
Mischief,2022,1,22,21,0,10XX COMOX ST,West End,490653.759,5458753.9139
Mischief,2022,1,28,0,0,10XX DAVIE ST,West End,490467.1155,5458629.8738
Mischief,2022,1,24,19,52,10XX DAVIE ST,West End,490531.4338,5458553.6094
Mischief,2022,1,12,15,10,10XX DAVIE ST,West End,490551.2407,5458534.0784
Mischief,2022,1,14,4,9,10XX DENMAN ST,West End,489889.8808,5459598.2665
Mischief,2022,1,14,5,45,10XX DUNSMUIR ST,Central Business District,491238.7326,5459258.6928
Mischief,2022,1,14,6,0,10XX DUNSMUIR ST,Central Business District,491241.6965,5459248.4034
Mischief,2022,1,4,12,0,10XX E 55TH AVE,Sunset,493923.7582,5451894.0819
Mischief,2022,1,27,6,48,10XX GRANVILLE ST,Central Business District,491019.18,5458467.9296
Mischief,2022,1,14,11,51,10XX GRANVILLE ST,Central Business District,491028.94,5458490.985
Mischief,2022,1,25,0,25,10XX GRANVILLE ST,Central Business District,491048.5142,5458497.9206
Mischief,2022,1,13,12,30,10XX HOWE ST,Central Business District,490889.5958,5458482.8579
Mischief,2022,1,6,13,46,10XX HOWE ST,Central Business District,490912.2593,5458506.0209
Mischief,2022,1,28,18,15,10XX HOWE ST,Central Business District,490912.2593,5458506.0209
Mischief,2022,1,19,19,56,10XX KEEFER ST,Strathcona,494062.2811,5458493.1978
Mischief,2022,1,13,14,37,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Mischief,2022,1,22,2,0,10XX MAIN ST,Strathcona,492743.7962,5458111.1348
